round,group,parameter_count,coordinate_events,active_clients,firing_fraction,mean_abs_pre_reset_evidence,config_name,partition_seed,train_seed
1,stem,464,308,10,0.06637931034482758,0.004451226652599871,event_t0125_q005,5100,95100
1,stage1.block1,4672,1440,10,0.030821917808219176,0.002785887918435037,event_t0125_q005,5100,95100
1,stage1.block2,4672,930,10,0.01990582191780822,0.0022329151048325,event_t0125_q005,5100,95100
1,stage2.block1,14528,6213,10,0.04276569383259912,0.002622410631738603,event_t0125_q005,5100,95100
1,stage2.block2,18560,9005,10,0.04851831896551724,0.003019096306525171,event_t0125_q005,5100,95100
1,stage3.block1,57728,28509,10,0.04938504711751663,0.0029697216814383864,event_t0125_q005,5100,95100
1,stage3.block2,73984,39790,10,0.053781898788927335,0.0031563231837935745,event_t0125_q005,5100,95100
1,head,650,1968,10,0.3027692307692308,0.014820498041808605,event_t0125_q005,5100,95100
2,stem,464,19,7,0.004094827586206897,0.0036691576475277542,event_t0125_q005,5100,95100
2,stage1.block1,4672,221,10,0.004730308219178082,0.0024609399726614354,event_t0125_q005,5100,95100
2,stage1.block2,4672,95,10,0.002033390410958904,0.0020041983923874797,event_t0125_q005,5100,95100
2,stage2.block1,14528,717,10,0.004935297356828194,0.0019553298014216127,event_t0125_q005,5100,95100
2,stage2.block2,18560,663,10,0.003572198275862069,0.0022054119035601616,event_t0125_q005,5100,95100
2,stage3.block1,57728,3441,10,0.005960712305986696,0.0021765662124380468,event_t0125_q005,5100,95100
2,stage3.block2,73984,5482,10,0.007409710207612457,0.0023150415858253837,event_t0125_q005,5100,95100
2,head,650,1606,10,0.24707692307692308,0.010730707924813032,event_t0125_q005,5100,95100
3,stem,464,29,9,0.00625,0.003887502569705248,event_t0125_q005,5100,95100
3,stage1.block1,4672,176,10,0.003767123287671233,0.0025201526703312995,event_t0125_q005,5100,95100
3,stage1.block2,4672,117,9,0.0025042808219178083,0.0020866126171313224,event_t0125_q005,5100,95100
3,stage2.block1,14528,459,10,0.0031594162995594714,0.0019606318906880914,event_t0125_q005,5100,95100
3,stage2.block2,18560,452,10,0.002435344827586207,0.002225546236149967,event_t0125_q005,5100,95100
3,stage3.block1,57728,2986,10,0.0051725332594235035,0.0022187121212482452,event_t0125_q005,5100,95100
3,stage3.block2,73984,5880,10,0.007947664359861592,0.0023896245751529933,event_t0125_q005,5100,95100
3,head,650,1335,10,0.2053846153846154,0.009546132432296872,event_t0125_q005,5100,95100
4,stem,464,18,6,0.003879310344827586,0.003970903670415282,event_t0125_q005,5100,95100
4,stage1.block1,4672,120,10,0.0025684931506849314,0.0025522256502881644,event_t0125_q005,5100,95100
4,stage1.block2,4672,119,10,0.0025470890410958904,0.002144002157729119,event_t0125_q005,5100,95100
4,stage2.block1,14528,541,10,0.003723843612334802,0.0020089905126951637,event_t0125_q005,5100,95100
4,stage2.block2,18560,417,10,0.0022467672413793104,0.002269774582237005,event_t0125_q005,5100,95100
4,stage3.block1,57728,3904,10,0.006762749445676275,0.002312652417458594,event_t0125_q005,5100,95100
4,stage3.block2,73984,7038,10,0.009512867647058823,0.002479751710779965,event_t0125_q005,5100,95100
4,head,650,1703,10,0.262,0.010984289553016424,event_t0125_q005,5100,95100
5,stem,464,16,7,0.0034482758620689655,0.004102359293028712,event_t0125_q005,5100,95100
5,stage1.block1,4672,122,9,0.002611301369863014,0.0025922797387465833,event_t0125_q005,5100,95100
5,stage1.block2,4672,97,10,0.0020761986301369864,0.002180407231207937,event_t0125_q005,5100,95100
5,stage2.block1,14528,661,10,0.004549834801762114,0.0020573920686729253,event_t0125_q005,5100,95100
5,stage2.block2,18560,627,10,0.00337823275862069,0.0023260761983692644,event_t0125_q005,5100,95100
5,stage3.block1,57728,4915,10,0.008514065964523282,0.002406607731245458,event_t0125_q005,5100,95100
5,stage3.block2,73984,8425,10,0.011387597318339101,0.002559446753002703,event_t0125_q005,5100,95100
5,head,650,1723,10,0.2650769230769231,0.01146340542472899,event_t0125_q005,5100,95100
6,stem,464,17,7,0.003663793103448276,0.004184159403666854,event_t0125_q005,5100,95100
6,stage1.block1,4672,157,10,0.003360445205479452,0.0026485302252694963,event_t0125_q005,5100,95100
6,stage1.block2,4672,161,10,0.0034460616438356166,0.0022783222142606975,event_t0125_q005,5100,95100
6,stage2.block1,14528,698,10,0.004804515418502203,0.0021083222702145575,event_t0125_q005,5100,95100
6,stage2.block2,18560,645,10,0.0034752155172413793,0.0023820749949663876,event_t0125_q005,5100,95100
6,stage3.block1,57728,5681,10,0.009840978381374724,0.002492505987174809,event_t0125_q005,5100,95100
6,stage3.block2,73984,8940,10,0.012083693771626297,0.0026250566123053433,event_t0125_q005,5100,95100
6,head,650,1874,10,0.2883076923076923,0.011990185640752316,event_t0125_q005,5100,95100
7,stem,464,23,8,0.004956896551724138,0.004220752720721066,event_t0125_q005,5100,95100
7,stage1.block1,4672,139,10,0.0029751712328767123,0.002657419582828879,event_t0125_q005,5100,95100
7,stage1.block2,4672,134,10,0.0028681506849315068,0.002321136393584311,event_t0125_q005,5100,95100
7,stage2.block1,14528,855,10,0.005885187224669603,0.0021611408446915448,event_t0125_q005,5100,95100
7,stage2.block2,18560,816,10,0.004396551724137931,0.002438879990950227,event_t0125_q005,5100,95100
7,stage3.block1,57728,5841,10,0.01011814024390244,0.0025527926394715906,event_t0125_q005,5100,95100
7,stage3.block2,73984,8819,10,0.01192014489619377,0.0026731576770544054,event_t0125_q005,5100,95100
7,head,650,1696,10,0.2609230769230769,0.011396087985485793,event_t0125_q005,5100,95100
8,stem,464,42,8,0.009051724137931035,0.004376111133024096,event_t0125_q005,5100,95100
8,stage1.block1,4672,182,10,0.0038955479452054795,0.0026967790210619567,event_t0125_q005,5100,95100
8,stage1.block2,4672,103,9,0.002204623287671233,0.0023722243146039545,event_t0125_q005,5100,95100
8,stage2.block1,14528,781,10,0.005375825991189427,0.0022020093514584006,event_t0125_q005,5100,95100
8,stage2.block2,18560,893,10,0.004811422413793103,0.002494006906636059,event_t0125_q005,5100,95100
8,stage3.block1,57728,6516,10,0.011287416851441242,0.0026221534702926875,event_t0125_q005,5100,95100
8,stage3.block2,73984,9721,10,0.013139327422145328,0.0027308509917929767,event_t0125_q005,5100,95100
8,head,650,1795,10,0.27615384615384614,0.011964394338428974,event_t0125_q005,5100,95100
9,stem,464,36,9,0.007758620689655172,0.004369318741373718,event_t0125_q005,5100,95100
9,stage1.block1,4672,171,10,0.0036601027397260275,0.0027193628251552583,event_t0125_q005,5100,95100
9,stage1.block2,4672,192,10,0.00410958904109589,0.002476945926900953,event_t0125_q005,5100,95100
9,stage2.block1,14528,1006,10,0.006924559471365639,0.002250919979996979,event_t0125_q005,5100,95100
9,stage2.block2,18560,1125,10,0.006061422413793103,0.0025436542462557556,event_t0125_q005,5100,95100
9,stage3.block1,57728,7244,10,0.01254850332594235,0.0026956823654472827,event_t0125_q005,5100,95100
9,stage3.block2,73984,10189,10,0.013771896626297579,0.0027867479249835013,event_t0125_q005,5100,95100
9,head,650,1926,10,0.2963076923076923,0.012572309374809265,event_t0125_q005,5100,95100
10,stem,464,58,9,0.0125,0.004537213174626231,event_t0125_q005,5100,95100
10,stage1.block1,4672,218,10,0.004666095890410959,0.002783336956053972,event_t0125_q005,5100,95100
10,stage1.block2,4672,222,10,0.004751712328767124,0.002517559286206961,event_t0125_q005,5100,95100
10,stage2.block1,14528,1068,10,0.007351321585903084,0.0023078138008713724,event_t0125_q005,5100,95100
10,stage2.block2,18560,1127,10,0.006072198275862069,0.0025934761390089987,event_t0125_q005,5100,95100
10,stage3.block1,57728,7369,10,0.01276503603104213,0.0027473448775708676,event_t0125_q005,5100,95100
10,stage3.block2,73984,10542,10,0.014249026816608997,0.002829881408251822,event_t0125_q005,5100,95100
10,head,650,2000,10,0.3076923076923077,0.013536067493259907,event_t0125_q005,5100,95100
11,stem,464,59,9,0.01271551724137931,0.004525628359988332,event_t0125_q005,5100,95100
11,stage1.block1,4672,260,10,0.005565068493150685,0.0028335507260635493,event_t0125_q005,5100,95100
11,stage1.block2,4672,359,10,0.007684075342465753,0.0026513589546084404,event_t0125_q005,5100,95100
11,stage2.block1,14528,1075,10,0.007399504405286344,0.0023423252627253533,event_t0125_q005,5100,95100
11,stage2.block2,18560,1349,10,0.007268318965517241,0.002640287484973669,event_t0125_q005,5100,95100
11,stage3.block1,57728,7845,10,0.013589592572062084,0.0028106841491535306,event_t0125_q005,5100,95100
11,stage3.block2,73984,11369,10,0.01536683607266436,0.0028838611906394362,event_t0125_q005,5100,95100
11,head,650,1852,10,0.28492307692307695,0.012995386589318514,event_t0125_q005,5100,95100
12,stem,464,57,8,0.01228448275862069,0.004616156313568353,event_t0125_q005,5100,95100
